LAMMPS data file via write_data, version 15 May 2015, timestep = 2050000

10000 atoms
1 atom types

0.0000000000000000e+00 1.2909944487358055e+02 xlo xhi
0.0000000000000000e+00 1.2909944487358055e+02 ylo yhi
0.0000000000000000e+00 1.2909944487358056e+00 zlo zhi

Masses

1 1

Atoms # atomic

8035 1 9.6635397609285634e-01 8.5220419264010838e-01 0.0000000000000000e+00 1 0 0
1903 1 3.1223119115752285e+00 1.0250064564563390e+00 0.0000000000000000e+00 0 1 0
553 1 2.5558144450385896e+01 3.6931720125940814e+01 0.0000000000000000e+00 0 0 0
258 1 6.1325421155230648e+00 9.2826851052420445e-01 0.0000000000000000e+00 0 0 0
1964 1 7.1077577198731738e+00 1.0603620971525822e+00 0.0000000000000000e+00 0 1 0
1882 1 7.6982220558169328e+00 2.2323962315125040e-01 0.0000000000000000e+00 0 1 0
1835 1 9.1843527033916192e+00 1.1741242787918058e+00 0.0000000000000000e+00 0 1 0
70 1 9.6698416804143186e+00 3.2926699150737759e-01 0.0000000000000000e+00 0 0 0
53 1 1.0665182419023756e+01 3.8289616390468229e-01 0.0000000000000000e+00 0 0 0
1922 1 1.2698082806596780e+01 4.9475679238598208e-01 0.0000000000000000e+00 0 1 0
1679 1 1.3684377013698745e+01 5.8041750128447400e-01 0.0000000000000000e+00 0 1 0
2303 1 1.5716495393837189e+01 7.7490466234722699e-01 0.0000000000000000e+00 0 0 0
8614 1 1.6712644693173374e+01 9.3113105927695772e-01 0.0000000000000000e+00 1 0 0
236 1 1.9922405067028453e+01 1.0416616637887253e+00 0.0000000000000000e+00 0 0 0
35 1 2.0806021514461378e+01 5.7632594618192390e-01 0.0000000000000000e+00 0 0 0
2186 1 2.1690079409210185e+01 1.0812649479446510e+00 0.0000000000000000e+00 0 0 0
2364 1 2.2482560049086644e+01 4.8045194915027017e-01 0.0000000000000000e+00 0 0 0
2043 1 2.4203911762510632e+01 5.0973264283665154e-01 0.0000000000000000e+00 0 0 0
1486 1 4.1273356859421029e-01 1.6594778606561436e+00 0.0000000000000000e+00 0 1 0
1752 1 3.6203414265600626e+00 1.8814503883856202e+00 0.0000000000000000e+00 0 1 0
1986 1 4.6128779816809233e+00 1.9370718444870074e+00 0.0000000000000000e+00 0 1 0
9758 1 5.1640550834415828e+00 1.1455821143221134e+00 0.0000000000000000e+00 1 1 0
123 1 7.4190937730200313e+00 1.9802012681906327e+00 0.0000000000000000e+00 0 0 0
101 1 9.5946821448363302e+00 2.1056548712438539e+00 0.0000000000000000e+00 0 0 0
129 1 1.0593382570230487e+01 2.1680190956398766e+00 0.0000000000000000e+00 0 0 0
1911 1 1.1141763839396063e+01 1.3216581644426777e+00 0.0000000000000000e+00 0 1 0
1870 1 1.2134450560229537e+01 1.3420621121108884e+00 0.0000000000000000e+00 0 1 0
480 1 1.2566247392483188e+01 2.2761364435907656e+00 0.0000000000000000e+00 0 0 0
423 1 1.3570064454167596e+01 2.2949568031968477e+00 0.0000000000000000e+00 0 0 0
1971 1 1.5124377279883339e+01 1.5565756222532980e+00 0.0000000000000000e+00 0 1 0
3922 1 1.7157845954057809e+01 1.8095670294164823e+00 0.0000000000000000e+00 0 1 0
256 1 1.8122543203770181e+01 1.9458599643750984e+00 0.0000000000000000e+00 0 0 0
1853 1 1.8947215570073517e+01 2.4819944212404339e+00 0.0000000000000000e+00 0 1 0
479 1 1.9844286583636833e+01 2.0154036628514671e+00 0.0000000000000000e+00 0 0 0
246 1 2.1616029896076391e+01 2.0778322765143877e+00 0.0000000000000000e+00 0 0 0
1953 1 2.4203435103784308e+01 1.4879503915737473e+00 0.0000000000000000e+00 0 1 0
121 1 3.0786240643248517e+00 2.7101008730516463e+00 0.0000000000000000e+00 0 0 0
8159 1 5.0749524514258173e+00 2.7994205195501114e+00 0.0000000000000000e+00 1 0 0
84 1 6.9297903205835825e+00 2.8265787521597772e+00 0.0000000000000000e+00 0 0 0
1821 1 8.9814902621669948e+00 2.8920224775778585e+00 0.0000000000000000e+00 0 1 0
51 1 1.1038548036877353e+01 3.0475349582389204e+00 0.0000000000000000e+00 0 0 0
209 1 1.2043966691210748e+01 3.1006527255585530e+00 0.0000000000000000e+00 0 0 0
277 1 1.4570071165803711e+01 2.3970948721850935e+00 0.0000000000000000e+00 0 0 0
2222 1 1.5056364708759238e+01 3.2645935954590959e+00 0.0000000000000000e+00 0 0 0
347 1 1.6032303984023638e+01 3.4043317071879069e+00 0.0000000000000000e+00 0 0 0
280 1 1.6672104821873191e+01 2.6641185087987873e+00 0.0000000000000000e+00 0 0 0
203 1 1.8976956836245456e+01 3.4669521958113223e+00 0.0000000000000000e+00 0 0 0
179 1 2.0747777502995287e+01 2.5820256651681475e+00 0.0000000000000000e+00 0 0 0
364 1 2.0716487420117531e+01 3.5664862576828531e+00 0.0000000000000000e+00 0 0 0
2243 1 2.2505951933862040e+01 2.5329097828591522e+00 0.0000000000000000e+00 0 0 0
252 1 2.3062667092120332e+01 3.3656705686066402e+00 0.0000000000000000e+00 0 0 0
217 1 2.4468542503332049e+01 2.4349786392210206e+00 0.0000000000000000e+00 0 0 0
60 1 2.4051817843932408e+01 3.3117917004391471e+00 0.0000000000000000e+00 0 0 0
1990 1 4.4638668897156947e-01 3.9362399276564646e+00 0.0000000000000000e+00 0 1 0
8171 1 1.4050618384095284e+00 3.7760421550146099e+00 0.0000000000000000e+00 1 0 0
7 1 2.2724309194659655e+00 4.2403499992455531e+00 0.0000000000000000e+00 0 0 0
1881 1 3.0817057300531023e+00 3.6928079307354111e+00 0.0000000000000000e+00 0 1 0
1963 1 3.9780707053417586e+00 4.1801625488509417e+00 0.0000000000000000e+00 0 1 0
6140 1 4.8669974408079382e+00 3.7664053214773343e+00 0.0000000000000000e+00 1 0 0
208 1 7.0291022044372919e+00 3.8075316755288209e+00 0.0000000000000000e+00 0 0 0
193 1 8.9005611751564189e+00 3.8680803554659158e+00 0.0000000000000000e+00 0 0 0
8373 1 8.7795907972857723e+00 4.8511645962750665e+00 0.0000000000000000e+00 1 0 0
420 1 1.2389783091295346e+01 4.0191135836454057e+00 0.0000000000000000e+00 0 0 0
2262 1 1.4479689945899977e+01 4.0645360369066115e+00 0.0000000000000000e+00 0 0 0
238 1 1.6461809704121293e+01 4.3260556827319503e+00 0.0000000000000000e+00 0 0 0
146 1 1.7420116869907798e+01 4.6421671557145894e+00 0.0000000000000000e+00 0 0 0
267 1 1.8106907750736251e+01 3.9349959808421464e+00 0.0000000000000000e+00 0 0 0
2410 1 1.9822080803822928e+01 3.9856531538229225e+00 0.0000000000000000e+00 0 0 0
8096 1 2.1494836501223837e+01 4.1975731215539298e+00 0.0000000000000000e+00 1 0 0
4522 1 2.2483093595990766e+01 4.2266958907524144e+00 0.0000000000000000e+00 0 0 0
3968 1 2.4517782857179387e+01 4.2981220201249570e+00 0.0000000000000000e+00 0 1 0
2124 1 2.5497515844445292e+01 4.2183428383886197e+00 0.0000000000000000e+00 0 0 0
8044 1 6.1786419169405771e-01 5.6679397851333819e+00 0.0000000000000000e+00 1 0 0
9853 1 2.3230434649193117e+00 5.6644939248614836e+00 0.0000000000000000e+00 1 1 0
155 1 3.8927887677302713e+00 5.1776663900856912e+00 0.0000000000000000e+00 0 0 0
311 1 6.0667137121175267e+00 5.2273595166056186e+00 0.0000000000000000e+00 0 0 0
130 1 6.9525275521149528e+00 4.8202614095834866e+00 0.0000000000000000e+00 0 0 0
1944 1 7.8020737664805715e+00 5.3359358008496010e+00 0.0000000000000000e+00 0 1 0
237 1 9.6045904737610890e+00 5.4569343984449814e+00 0.0000000000000000e+00 0 0 0
2347 1 1.2914121573295260e+01 4.8902819732240825e+00 0.0000000000000000e+00 0 0 0
230 1 1.3895276845976408e+01 4.8469709988944780e+00 0.0000000000000000e+00 0 0 0
184 1 1.4406558472029463e+01 5.6925046177380931e+00 0.0000000000000000e+00 0 0 0
8072 1 1.7717641798148591e+01 5.6065327427367428e+00 0.0000000000000000e+00 1 0 0
199 1 1.8695278684530361e+01 5.8063553491447593e+00 0.0000000000000000e+00 0 0 0
2417 1 2.2973317380989428e+01 5.0981108257961996e+00 0.0000000000000000e+00 0 0 0
2127 1 2.3962420080116811e+01 5.1381390886464953e+00 0.0000000000000000e+00 0 0 0
342 1 1.4676737238065769e+00 6.1583683702429770e+00 0.0000000000000000e+00 0 0 0
1901 1 3.2674379337337425e+00 5.9244610935783122e+00 0.0000000000000000e+00 0 1 0
1886 1 5.2727553142370303e+00 5.7828850505267759e+00 0.0000000000000000e+00 0 1 0
48 1 5.2904803454704128e+00 6.7969634581762417e+00 0.0000000000000000e+00 0 0 0
8097 1 7.8636060258162264e+00 6.3588040523249223e+00 0.0000000000000000e+00 1 0 0
1982 1 8.6975154398308892e+00 6.9559942143492455e+00 0.0000000000000000e+00 0 1 0
1935 1 9.5609757130094444e+00 6.4510818996663231e+00 0.0000000000000000e+00 0 1 0
274 1 1.0456422734213897e+01 6.9044672408207264e+00 0.0000000000000000e+00 0 0 0
1912 1 1.1320696421464309e+01 6.3853347829375293e+00 0.0000000000000000e+00 0 1 0
2326 1 1.2300025505816714e+01 6.4433463290345143e+00 0.0000000000000000e+00 0 0 0
